player_id,first_seen,last_seen,total_sessions,total_playtime_hours,avg_session_duration_minutes,total_revenue_usd,total_events,age,gender,location,game_genre,game_difficulty,play_time_hours_per_week,in_game_purchases,sessions_per_week,player_level,achievements_unlocked,engagement_level,days_since_last_seen,account_age_days,purchase_flag,revenue_per_session,events_per_session,at_risk,anomaly_prediction,anomaly_score,is_anomaly
P0000018,2024-01-25,2026-08-23,2234,2954.46,79.35,181.06,53715,19,Prefer not to say,Africa,RPG,Medium,22.48,77,17,88,22,High,18,941,1,0.081047448522829,24.044315129811995,1,1,0.07175146173859648,0
P0000019,2026-02-15,2026-09-03,461,704.95,91.75,119.75,5118,36,Female,Europe,Action,Hard,26.0,26,17,75,21,High,7,200,1,0.259761388286334,11.101952277657269,0,1,0.1384131030229398,0
P0000020,2026-03-07,2026-09-10,451,533.16,70.93,91.76,5022,28,Male,North America,Sports,Hard,17.73,13,15,66,48,High,0,187,1,0.2034589800443459,11.135254988913523,0,1,0.16669029476644226,0
P0000021,2024-07-16,2026-09-04,126,10.5,5.0,0.0,2026,26,Female,North America,Action,Easy,0.08,0,1,30,10,Low,6,780,0,0.0,16.07936507936508,0,1,0.01854951036001551,0
P0000022,2024-08-25,2026-09-04,1064,1567.8,88.41,238.76,25628,22,Male,North America,Puzzle,Hard,17.68,48,12,88,44,High,6,740,1,0.2243984962406014,24.086466165413533,0,1,0.16774470679177528,0
P0000023,2025-12-06,2026-09-06,376,332.57,53.07,44.0,6441,39,Female,Asia,Puzzle,Medium,7.08,5,8,66,44,Low,4,274,1,0.1170212765957446,17.13031914893617,0,1,0.19467827666501186,0
P0000024,2024-03-04,2026-09-03,2180,3898.2,107.29,2802.46,13207,27,Male,Europe,Action,Hard,26.82,90,15,99,37,High,7,913,1,1.2855321100917432,6.0582568807339445,0,-1,-0.01957941353026038,1
P0000025,2024-06-10,2026-08-22,1855,3072.81,99.39,368.86,35381,24,Male,North America,RPG,Hard,28.16,81,17,89,55,High,19,803,1,0.1988463611859838,19.0733153638814,1,1,0.12668030116294754,0
P0000026,2026-01-11,2026-07-18,332,602.64,108.91,130.55,6040,25,Female,Africa,Adventure,Medium,27.23,10,15,77,54,High,54,188,1,0.3932228915662651,18.19277108433735,1,1,0.13079163691855233,0
P0000027,2024-11-05,2026-08-23,1080,1678.68,93.26,182.09,16271,33,Female,South America,RPG,Hard,20.21,37,13,79,34,Medium,18,656,1,0.1686018518518518,15.065740740740742,1,1,0.18618793295120073,0
P0000028,2024-01-28,2026-09-02,1044,1076.02,61.84,52.2,7351,31,Non-binary,North America,RPG,Medium,9.28,20,9,79,23,Medium,8,948,1,0.05,7.041187739463601,0,1,0.181607942497307,0
P0000029,2024-05-17,2026-09-03,294,165.72,33.82,41.11,4754,32,Male,Europe,Puzzle,Hard,1.69,4,3,60,46,Low,7,839,1,0.1398299319727891,16.170068027210885,0,1,0.1298360553375037,0
P0000030,2025-05-31,2026-09-02,807,820.72,61.02,200.09,13774,32,Male,South America,Strategy,Hard,13.22,19,13,80,36,Medium,8,459,1,0.2479429987608426,17.06815365551425,0,1,0.19631872260052513,0
P0000031,2024-03-25,2026-09-06,1213,1862.97,92.15,352.93,7372,47,Male,Asia,RPG,Hard,16.89,37,11,86,57,Medium,4,895,1,0.2909563066776587,6.077493816982687,0,1,0.1465436060080711,0
P0000032,2025-09-29,2026-08-22,809,1103.34,81.83,728.87,6524,24,Male,Africa,Action,Easy,23.19,29,17,86,23,High,19,327,1,0.9009517923362176,8.064276885043263,1,1,0.08176540990146941,0
P0000033,2023-10-08,2026-09-10,1647,1681.04,61.24,93.23,16563,23,Male,North America,Strategy,Hard,10.21,44,10,87,49,Medium,0,1068,1,0.0566059502125075,10.056466302367944,0,1,0.1807271886829815,0
P0000034,2023-09-28,2026-09-05,423,277.28,39.33,36.96,3014,21,Male,Asia,Adventure,Easy,1.97,4,3,63,49,Low,5,1073,1,0.0873758865248227,7.125295508274232,0,1,0.12841462950497468,0
P0000035,2025-10-05,2026-08-28,165,156.83,57.03,3.07,3661,34,Female,North America,Simulation,Hard,3.8,1,4,57,30,Low,13,327,1,0.0186060606060606,22.187878787878788,0,1,0.1485999846811939,0
P0000036,2024-08-13,2026-09-07,994,1384.97,83.6,81.98,17965,38,Male,Europe,Sports,Hard,12.54,12,9,78,61,Medium,3,755,1,0.0824748490945674,18.07344064386318,0,1,0.1738216379138991,0
P0000037,2023-10-21,2026-09-10,3047,4280.53,84.29,483.03,88521,27,Female,Asia,Action,Easy,23.88,113,17,92,45,High,0,1055,1,0.1585264194289465,29.05185428290121,0,1,0.03950327329017944,0
P0000038,2025-10-17,2026-09-04,251,197.08,47.11,23.21,7552,20,Female,Asia,Adventure,Medium,3.93,3,5,58,19,Low,6,322,1,0.0924701195219123,30.08764940239044,0,1,0.15839012427721127,0
P0000039,2024-07-14,2026-08-23,863,1456.17,101.24,174.54,25119,21,Female,North America,Strategy,Medium,13.5,27,8,82,65,Medium,18,770,1,0.2022479721900347,29.10660486674392,1,1,0.12237627443430321,0
P0000040,2025-01-31,2026-08-26,805,1456.51,108.56,209.7,7321,34,Male,North America,RPG,Hard,19.9,29,11,80,47,Medium,15,572,1,0.2604968944099379,9.094409937888198,1,1,0.15033351655862792,0
P0000041,2025-05-05,2026-09-07,742,957.67,77.44,71.0,22306,35,Male,Asia,Strategy,Easy,14.2,25,11,70,21,Medium,3,490,1,0.0956873315363881,30.06199460916442,0,1,0.16625471829723187,0
P0000042,2024-09-30,2026-09-09,1107,2070.46,112.22,316.87,31072,33,Male,North America,RPG,Hard,24.31,35,13,91,41,High,1,709,1,0.2862420957542909,28.06865401987353,0,1,0.12935810587871754,0
P0000043,2025-03-29,2026-08-10,887,1093.67,73.98,56.92,10709,22,Female,Europe,RPG,Hard,14.8,22,12,67,43,Medium,31,499,1,0.0641713641488162,12.073280721533258,1,1,0.1945652144560326,0
P0000044,2024-07-18,2026-09-06,1405,1579.22,67.44,427.71,21176,30,Male,North America,Strategy,Medium,15.74,46,14,78,55,High,4,780,1,0.3044199288256227,15.07188612099644,0,1,0.15695116172512757,0
P0000045,2023-10-24,2026-09-08,1552,2098.56,81.13,272.57,24954,29,Male,North America,RPG,Medium,16.23,54,12,92,68,Medium,2,1050,1,0.175625,16.07860824742268,0,1,0.12741730827586895,0
P0000046,2026-01-13,2026-08-27,431,517.06,71.98,132.2,10416,30,Prefer not to say,South America,RPG,Medium,14.4,16,12,66,56,Medium,14,226,1,0.3067285382830626,24.16705336426914,1,1,0.1774592188071984,0
P0000047,2026-02-18,2026-09-02,351,456.42,78.02,20.52,4596,36,Female,North America,Simulation,Easy,16.9,8,13,73,25,Medium,8,196,1,0.0584615384615384,13.094017094017094,0,1,0.17967690304032785,0
P0000048,2024-10-29,2026-08-26,1689,2514.08,89.31,668.13,33882,30,Female,Asia,RPG,Hard,23.82,57,16,88,45,High,15,666,1,0.3955772646536412,20.060390763765543,1,1,0.1300668719528812,0
P0000049,2023-10-22,2026-09-09,2309,3797.54,98.68,365.4,34807,34,Male,Asia,Adventure,Easy,27.96,93,17,94,79,High,1,1053,1,0.1582503248159376,15.074491121697704,0,1,0.0763239426500889,0
P0000050,2024-02-23,2026-08-24,2247,2755.2,73.57,356.03,27075,29,Non-binary,North America,Action,Medium,20.84,80,17,86,31,Medium,17,913,1,0.1584468179795282,12.049399198931908,1,1,0.14524668888875025,0
P0000051,2025-06-15,2026-09-06,527,366.44,41.72,43.66,4286,31,Male,Asia,Action,Easy,6.95,13,10,65,57,Medium,4,448,1,0.0828462998102466,8.132827324478178,0,1,0.15783660562713758,0
P0000052,2024-04-10,2026-09-10,1285,1078.33,50.35,98.98,27025,34,Male,Europe,Action,Medium,8.39,18,10,81,22,Medium,0,883,1,0.0770272373540856,21.03112840466926,0,1,0.15465853893855108,0
P0000053,2023-12-15,2026-09-03,2374,3166.12,80.02,738.53,47581,15,Female,South America,Action,Medium,21.34,62,16,90,39,High,7,993,1,0.3110909856781803,20.042544229149115,0,1,0.09272464012506704,0
P0000054,2025-10-13,2026-09-09,663,851.18,77.03,155.56,17313,25,Female,South America,RPG,Medium,15.41,19,12,73,56,Medium,1,331,1,0.234630467571644,26.1131221719457,0,1,0.18767300422375988,0
P0000055,2026-05-06,2026-09-01,242,228.08,56.55,20.01,6558,24,Female,South America,Action,Easy,11.31,5,12,61,19,Medium,9,118,1,0.0826859504132231,27.09917355371901,0,1,0.17058852262932594,0
P0000056,2023-10-13,2026-09-02,731,681.29,55.92,169.88,21980,22,Male,Europe,Action,Medium,4.66,18,5,71,32,Low,8,1055,1,0.2323939808481532,30.06839945280438,0,1,0.1247122158448355,0
P0000057,2026-03-09,2026-08-21,330,579.32,105.33,96.34,7986,26,Male,South America,Strategy,Medium,29.84,13,17,65,53,High,20,165,1,0.2919393939393939,24.2,1,1,0.11427675624124978,0
P0000058,2026-08-14,2026-08-14,4,2.25,33.69,0.0,67,41,Female,Asia,RPG,Medium,2.25,0,4,14,15,Low,27,1,0,0.0,16.75,1,1,0.04507944193074043,0
P0000059,2025-09-16,2026-09-03,329,249.55,45.51,4.29,2020,20,Female,Europe,Simulation,Easy,4.55,2,6,65,44,Low,7,352,1,0.0130395136778115,6.139817629179332,0,1,0.16599917801180464,0
P0000060,2024-05-07,2026-09-09,641,487.16,45.6,154.94,16068,37,Male,North America,RPG,Medium,4.56,15,6,69,28,Low,1,855,1,0.2417160686427457,25.067082683307333,0,1,0.15617702649292642,0
P0000061,2024-06-11,2026-09-04,1257,1441.57,68.81,99.91,12651,13,Male,North America,Puzzle,Medium,13.76,30,12,80,51,Medium,6,815,1,0.0794828957836117,10.064439140811457,0,1,0.2017751110039815,0
P0000062,2025-09-18,2026-09-06,679,1222.43,108.02,133.49,6859,25,Female,Europe,Action,Hard,21.6,30,12,81,39,Medium,4,353,1,0.1965979381443299,10.10162002945508,0,1,0.16265293918687723,0
P0000063,2024-08-15,2026-09-04,317,173.08,32.76,0.0,9212,29,Female,Europe,RPG,Medium,1.64,0,3,53,19,Low,6,750,0,0.0,29.05993690851735,0,1,0.12273461076915138,0
P0000064,2023-11-13,2026-09-08,1769,1862.46,63.17,1148.05,49619,33,Male,Africa,Strategy,Easy,13.69,60,13,74,27,Medium,2,1030,1,0.6489824759751271,28.049180327868854,0,1,0.018381360978238948,0
P0000065,2026-08-20,2026-08-30,36,57.56,95.94,16.52,914,34,Female,Middle East,Adventure,Easy,31.98,2,20,51,48,High,11,10,1,0.4588888888888889,25.38888888888889,0,1,0.03685097094540635,0
P0000066,2024-02-08,2026-08-25,460,199.33,26.0,105.79,5119,35,Prefer not to say,North America,Action,Medium,1.73,8,4,62,51,Low,16,929,1,0.2299782608695652,11.128260869565215,1,1,0.10399722763811392,0
P0000067,2024-11-16,2026-09-03,1073,1587.86,88.79,236.52,7572,25,Male,Africa,Puzzle,Easy,20.72,40,14,72,21,Medium,7,656,1,0.2204287045666356,7.056849953401677,0,1,0.16282599462641406,0
P0000068,2024-01-17,2026-09-10,613,433.8,42.46,36.11,12912,24,Female,Asia,Simulation,Hard,3.54,10,5,67,29,Low,0,967,1,0.0589070146818923,21.063621533442088,0,1,0.16393229481137678,0
P0000069,2026-07-05,2026-08-27,94,167.04,106.62,18.62,2562,36,Female,Asia,RPG,Medium,19.55,4,11,57,20,Medium,14,53,1,0.1980851063829787,27.25531914893617,1,1,0.1254228978051869,0
P0000070,2025-11-28,2026-08-28,584,961.07,98.74,116.36,7047,26,Female,Africa,RPG,Easy,23.04,19,14,74,20,Medium,13,273,1,0.1992465753424657,12.066780821917808,0,1,0.15370869243853652,0
P0000071,2025-07-09,2026-09-07,846,1472.04,104.4,82.73,9388,17,Female,Asia,Strategy,Hard,29.58,33,17,77,49,Medium,3,425,1,0.097789598108747,11.09692671394799,0,1,0.14320614628687445,0
P0000072,2024-04-18,2026-08-26,2023,2964.03,87.91,296.44,34494,18,Female,Asia,Action,Easy,27.84,72,19,89,31,High,15,860,1,0.1465348492338111,17.050914483440437,1,1,0.11436703677313081,0
P0000073,2024-08-25,2026-08-29,1350,1735.65,77.14,119.68,23059,20,Female,North America,Adventure,Hard,19.28,45,15,79,64,Medium,12,734,1,0.0886518518518518,17.08074074074074,0,1,0.1656279396500394,0
P0000074,2025-09-02,2026-09-09,294,307.08,62.67,6.84,2382,32,Male,North America,Adventure,Easy,6.27,3,6,64,27,Low,1,372,1,0.0232653061224489,8.10204081632653,0,1,0.17683531529300378,0
P0000075,2025-12-09,2026-09-03,301,270.15,53.85,63.82,5776,29,Female,Africa,Action,Medium,8.08,9,9,56,48,Low,7,268,1,0.2120265780730897,19.18936877076412,0,1,0.1796532443074536,0
P0000076,2025-05-01,2026-09-07,910,979.01,64.55,725.38,11916,34,Male,North America,Action,Hard,12.91,30,12,79,56,Medium,3,494,1,0.7971208791208791,13.094505494505494,0,1,0.11867469828804278,0
P0000077,2026-03-01,2026-08-27,526,1021.58,116.53,251.61,6372,24,Male,North America,Strategy,Medium,34.96,22,18,85,38,High,14,179,1,0.4783460076045627,12.11406844106464,1,1,0.11089249502624582,0
P0000078,2023-12-23,2026-07-27,2180,3085.06,84.91,887.13,28473,29,Female,Europe,Simulation,Easy,19.81,77,14,90,56,High,45,947,1,0.406940366972477,13.061009174311929,1,1,0.1141726315428857,0
P0000079,2024-03-11,2026-09-01,1793,1953.77,65.38,304.89,46705,34,Female,Asia,RPG,Hard,15.26,57,14,88,30,Medium,9,904,1,0.1700446179587283,26.048522030117123,0,1,0.11607507417843604,0
P0000080,2024-07-09,2026-09-05,577,686.34,71.37,88.13,14489,25,Prefer not to say,Europe,Sports,Medium,7.14,9,6,72,55,Low,5,788,1,0.152738301559792,25.110918544194107,0,1,0.1624832173867547,0
P0000081,2025-03-27,2026-09-07,1055,1525.53,86.76,332.34,28592,32,Female,Africa,Action,Hard,24.58,45,17,89,62,High,3,529,1,0.3150142180094786,27.10142180094787,0,1,0.13831414401270914,0
P0000082,2024-10-03,2026-09-10,1842,3004.3,97.86,253.98,36987,22,Female,Europe,Puzzle,Medium,30.99,81,19,86,66,High,0,707,1,0.1378827361563518,20.079804560260587,0,1,0.099167966326628,0
P0000083,2025-11-26,2026-08-21,230,288.0,75.13,11.26,6480,25,Male,Oceania,Action,Easy,7.51,3,6,55,37,Low,20,268,1,0.0489565217391304,28.17391304347826,1,1,0.1559176546285188,0
P0000084,2026-04-10,2026-09-04,272,565.22,124.68,57.2,7380,25,Female,Asia,Strategy,Medium,31.17,10,15,64,26,High,6,147,1,0.2102941176470588,27.13235294117647,0,1,0.08489051374550338,0
P0000085,2025-12-19,2026-09-05,422,651.36,92.61,116.29,7660,17,Prefer not to say,Asia,Puzzle,Hard,21.61,10,14,68,54,High,5,260,1,0.2755687203791469,18.151658767772517,0,1,0.1625222294203874,0
P0000086,2025-01-22,2026-08-17,895,1447.07,97.01,309.24,8125,32,Male,North America,Simulation,Easy,21.02,21,13,82,49,High,24,572,1,0.3455195530726257,9.078212290502794,1,1,0.1724800904122602,0
P0000087,2023-10-25,2026-08-29,2277,3173.0,83.61,759.4,57041,24,Female,Europe,RPG,Easy,19.51,76,14,88,40,High,12,1039,1,0.3335090030742204,25.05094422485727,0,1,0.0733989578884916,0
P0000088,2026-04-16,2026-09-09,55,19.32,21.08,0.0,405,28,Female,Oceania,Adventure,Medium,1.05,0,3,44,20,Low,1,146,0,0.0,7.363636363636363,0,1,0.10982782373154965,0
P0000089,2025-10-02,2026-09-07,657,733.1,66.95,132.03,5339,32,Male,Asia,Action,Hard,13.39,24,12,75,59,Medium,3,340,1,0.200958904109589,8.126331811263318,0,1,0.1837153097230606,0
P0000090,2026-06-07,2026-08-14,161,284.84,106.15,28.62,2136,32,Female,Europe,Action,Medium,24.77,7,14,64,36,Medium,27,68,1,0.1777639751552795,13.267080745341614,1,1,0.13753465792715341,0
P0000091,2025-05-07,2026-08-25,1014,1710.79,101.23,154.57,8204,34,Male,Oceania,Action,Medium,26.99,38,16,84,54,High,16,475,1,0.1524358974358974,8.090729783037474,1,1,0.15106980342900633,0
P0000092,2023-11-07,2026-08-31,2489,4681.81,112.86,642.42,39965,27,Male,South America,Strategy,Easy,30.1,112,16,100,29,High,10,1028,1,0.2581036560867818,16.05664925672961,0,1,0.03859474645172678,0
P0000093,2026-07-03,2026-09-07,96,106.61,66.63,7.23,792,24,Male,North America,Simulation,Medium,12.22,3,11,44,21,Medium,3,66,1,0.0753125,8.25,0,1,0.13697668628496296,0
P0000094,2024-11-25,2026-09-08,1626,2659.86,98.15,212.88,11519,27,Male,Asia,RPG,Medium,26.17,64,16,91,73,High,2,652,1,0.1309225092250922,7.084255842558425,0,1,0.10826270058880677,0
P0000095,2026-03-13,2026-09-10,253,342.06,81.12,49.19,6632,13,Male,South America,RPG,Easy,14.87,6,11,61,48,Medium,0,181,1,0.1944268774703557,26.213438735177867,0,1,0.18324301172522128,0
P0000096,2026-08-21,2026-09-02,18,15.63,52.11,12.21,250,15,Female,South America,Adventure,Medium,8.68,1,10,34,15,Low,8,12,1,0.6783333333333333,13.88888888888889,0,1,0.0982061597739532,0
P0000097,2025-01-22,2026-09-05,1355,1508.57,66.8,160.03,20439,16,Male,North America,Strategy,Medium,15.59,48,14,80,66,Medium,5,591,1,0.1181033210332103,15.084132841328412,0,1,0.16303379243236232,0
P0000098,2025-04-07,2026-09-08,1249,1722.79,82.76,73.35,8825,19,Female,North America,Action,Medium,22.07,31,16,83,51,Medium,2,519,1,0.0587269815852682,7.065652522017614,0,1,0.17067503475877865,0
P0000099,2023-12-27,2026-08-21,1380,1916.13,83.31,128.81,13872,32,Female,Europe,RPG,Hard,16.66,42,12,87,30,Medium,20,968,1,0.0933405797101449,10.05217391304348,1,1,0.18497614787657468,0
P0000100,2025-10-21,2026-09-07,574,1052.24,109.99,166.55,13277,20,Male,Europe,Simulation,Hard,27.5,27,15,82,48,High,3,321,1,0.2901567944250871,23.130662020905923,0,1,0.1537072846695477,0
P0000101,2024-10-10,2026-08-29,941,1142.53,72.85,83.39,10421,25,Male,North America,RPG,Medium,9.71,11,8,81,59,Medium,12,688,1,0.0886184909670563,11.074388947927735,0,1,0.17298153555737167,0
P0000102,2026-03-14,2026-09-06,383,903.75,141.58,305.51,10412,40,Non-binary,Asia,Puzzle,Hard,37.75,16,16,77,55,High,4,176,1,0.7976762402088773,27.18537859007833,0,1,0.039106084487423365,0
P0000103,2024-12-09,2026-09-09,1047,1222.9,70.08,156.46,15770,25,Female,Asia,Adventure,Hard,15.18,30,13,82,35,Medium,1,639,1,0.1494364851957975,15.062082139446035,0,1,0.19458707604881142,0
P0000104,2024-03-24,2026-09-10,633,228.51,21.66,20.72,7003,35,Female,North America,Adventure,Medium,1.8,12,5,61,28,Low,0,900,1,0.0327330173775671,11.063191153238549,0,1,0.1449595843122961,0
P0000105,2025-07-06,2026-08-31,343,265.02,46.36,57.77,3477,20,Male,Asia,Simulation,Hard,4.64,5,6,65,42,Low,10,421,1,0.1684256559766763,10.137026239067056,0,1,0.17616570042627167,0
P0000106,2026-03-14,2026-09-06,269,201.71,44.99,94.16,1663,26,Female,North America,Sports,Easy,7.5,10,10,65,39,Medium,4,176,1,0.3500371747211895,6.182156133828996,0,1,0.17105039009711037,0
P0000107,2025-02-27,2026-08-25,546,91.55,10.06,48.17,15874,19,Female,Europe,Adventure,Hard,1.17,7,7,60,33,Low,16,544,1,0.0882234432234432,29.073260073260077,1,1,0.10709805873626105,0
P0000108,2026-03-01,2026-08-30,275,390.13,85.12,40.97,2781,25,Prefer not to say,South America,Sports,Medium,14.19,7,10,73,24,Medium,11,182,1,0.1489818181818182,10.112727272727271,0,1,0.17879109339280752,0
P0000109,2024-09-27,2026-09-07,1509,1529.87,60.83,552.55,42352,36,Male,Oceania,RPG,Easy,13.18,34,13,89,66,Medium,3,710,1,0.3661696487740225,28.066269052352556,0,1,0.07788977965646815,0
P0000110,2025-12-19,2026-09-10,526,850.98,97.07,138.57,3223,13,Non-binary,North America,Action,Medium,22.65,16,14,71,51,Medium,0,265,1,0.2634410646387832,6.1273764258555135,0,1,0.15851318385340235,0
P0000111,2024-09-12,2026-09-10,1800,2331.9,77.73,250.1,30709,32,Male,South America,Adventure,Easy,20.73,62,16,91,47,High,0,728,1,0.1389444444444444,17.060555555555556,0,1,0.14938185719563296,0
P0000112,2024-07-18,2026-09-06,1549,2712.04,105.05,232.3,9417,30,Female,Oceania,RPG,Easy,24.51,64,14,89,59,Medium,4,780,1,0.1499677211103938,6.079406068431246,0,1,0.1340249231852027,0
P0000113,2023-09-11,2026-09-07,3367,6925.36,123.41,870.72,97833,23,Female,Asia,Adventure,Medium,39.08,141,19,94,49,High,3,1092,1,0.2586040986040986,29.056430056430056,0,-1,-0.03818390663435289,1
P0000114,2026-02-02,2026-08-25,200,277.0,83.1,60.09,3445,15,Female,Middle East,Puzzle,Easy,9.69,6,7,60,39,Low,16,204,1,0.30045,17.225,1,1,0.16894543256670452,0
P0000115,2023-11-24,2026-09-10,1998,3389.27,101.78,170.35,32115,29,Male,North America,RPG,Hard,25.44,70,15,96,77,High,0,1021,1,0.0852602602602602,16.073573573573572,0,1,0.08565347719366845,0
P0000116,2025-09-14,2026-08-31,764,965.7,75.84,42.25,16089,23,Female,North America,Strategy,Hard,16.43,22,13,82,23,Medium,10,351,1,0.0553010471204188,21.058900523560208,0,1,0.1775517548292374,0
P0000117,2026-03-13,2026-09-02,224,284.7,76.26,17.56,5856,30,Male,South America,Action,Medium,11.44,5,9,58,27,Low,8,173,1,0.0783928571428571,26.142857142857142,0,1,0.17636632638682792,0
P0000118,2023-12-25,2026-08-11,3281,4758.0,87.01,183.04,95316,28,Female,Asia,RPG,Medium,31.9,125,22,94,42,High,30,960,1,0.0557878695519658,29.050899116123134,1,-1,-0.03168992482150956,1
P0000119,2024-12-18,2026-09-08,1345,1311.6,58.51,108.01,29654,42,Female,Europe,Sports,Medium,13.65,38,14,73,26,Medium,2,629,1,0.0803048327137546,22.04758364312268,0,1,0.15472744134020094,0
P0000120,2024-12-24,2026-09-06,861,506.41,35.29,505.75,25017,26,Female,North America,Strategy,Easy,5.29,25,9,68,23,Low,4,621,1,0.5873983739837398,29.05574912891986,0,1,0.07192432690561323,0
P0000121,2025-10-05,2026-09-03,842,1305.24,93.01,266.97,16068,19,Male,North America,RPG,Medium,32.55,32,21,76,38,High,7,333,1,0.3170665083135392,19.08313539192399,0,1,0.10009458793708587,0
P0000122,2026-02-21,2026-09-09,386,370.88,57.65,138.94,6235,30,Female,North America,RPG,Medium,13.45,15,14,66,44,Medium,1,200,1,0.3599481865284974,16.15284974093264,0,1,0.17206402231241258,0
P0000123,2026-06-22,2026-09-05,166,244.71,88.45,24.08,4037,30,Female,North America,Strategy,Medium,19.16,4,13,65,49,Medium,5,75,1,0.1450602409638554,24.31927710843373,0,1,0.1683488431845046,0
P0000124,2024-02-09,2026-08-16,2235,2407.84,64.64,310.67,56030,40,Female,Middle East,Action,Easy,18.31,84,17,83,71,High,25,919,1,0.1390022371364653,25.069351230425056,1,1,0.05910323345437429,0
P0000125,2026-08-05,2026-09-01,37,45.26,73.4,0.0,528,36,Female,Europe,Action,Hard,13.46,0,11,38,10,Medium,9,27,0,0.0,14.27027027027027,0,1,0.08743064254798938,0
P0000126,2025-02-19,2026-09-02,809,936.69,69.47,25.82,7325,31,Female,South America,Adventure,Easy,12.74,14,11,76,30,Medium,8,560,1,0.0319159456118665,9.054388133498144,0,1,0.19686547160300344,0
P0000127,2025-11-12,2026-07-23,91,55.37,36.51,10.54,1481,41,Female,North America,Strategy,Medium,1.83,1,3,45,24,Low,49,253,1,0.1158241758241758,16.274725274725274,1,1,0.13249351235541618,0
